Values
0.17293233082706766
0.40601503759398494
0
0
0.5263157894736842
0
0.44360902255639095
0
0.7293233082706767
0
0.2706766917293233
0.43609022556390975
0.48872180451127817
0.05263157894736842
0
0
0.14285714285714285
0
0
0
0.06766917293233082
0
0.17293233082706766
0
0.48120300751879697
0.19548872180451127
0
0.518796992481203
0
0.8872180451127819
0.5789473684210527
0.39097744360902253
0
1.2481203007518797
0
0
0
0
0
0
0.3233082706766917
0
0
0
0
0
0
0
0
0.11278195488721804
0
0
0
0.2857142857142857
0
0
0.06766917293233082
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.10526315789473684
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
